subject,session,trial,sample_in_trial,trial_length,position_pct,true_label,pred_label
0,0,1,23,58,39.7,1,0
0,0,1,28,58,48.3,1,0
0,0,1,32,58,55.2,1,0
0,0,1,33,58,56.9,1,0
0,0,1,37,58,63.8,1,0
0,0,1,43,58,74.1,1,0
0,0,1,44,58,75.9,1,0
0,0,1,48,58,82.8,1,0
0,0,2,13,51,25.5,0,1
0,0,3,32,59,54.2,0,1
0,0,3,33,59,55.9,0,1
0,0,3,34,59,57.6,0,1
0,0,3,36,59,61.0,0,1
0,0,3,39,59,66.1,0,1
0,0,3,40,59,67.8,0,1
0,0,3,41,59,69.5,0,1
0,0,3,43,59,72.9,0,1
0,0,3,44,59,74.6,0,1
0,0,3,45,59,76.3,0,1
0,0,3,47,59,79.7,0,1
0,0,3,48,59,81.4,0,1
0,0,3,49,59,83.1,0,1
0,0,3,50,59,84.7,0,1
0,0,4,11,46,23.9,1,0
0,0,4,12,46,26.1,1,0
0,0,4,20,46,43.5,1,0
0,0,4,21,46,45.7,1,0
0,0,4,22,46,47.8,1,0
0,0,4,23,46,50.0,1,0
0,0,4,24,46,52.2,1,0
0,0,4,25,46,54.3,1,0
0,0,4,26,46,56.5,1,0
0,0,4,27,46,58.7,1,0
0,0,4,36,46,78.3,1,0
0,0,4,44,46,95.7,1,0
0,0,5,0,48,0.0,2,0
0,0,5,1,48,2.1,2,0
0,0,5,2,48,4.2,2,0
0,0,5,3,48,6.2,2,0
0,0,5,4,48,8.3,2,0
0,0,5,6,48,12.5,2,0
0,0,5,7,48,14.6,2,0
0,0,5,8,48,16.7,2,0
0,0,5,9,48,18.8,2,0
0,0,6,1,59,1.7,0,2
0,0,6,2,59,3.4,0,2
0,0,6,3,59,5.1,0,2
0,0,6,4,59,6.8,0,2
0,0,6,5,59,8.5,0,2
0,0,6,6,59,10.2,0,2
0,0,6,7,59,11.9,0,2
0,0,6,8,59,13.6,0,2
0,0,6,9,59,15.3,0,2
0,0,6,10,59,16.9,0,2
0,0,6,11,59,18.6,0,2
0,0,6,12,59,20.3,0,2
0,0,6,13,59,22.0,0,2
0,0,6,14,59,23.7,0,2
0,0,6,15,59,25.4,0,2
0,0,6,16,59,27.1,0,2
0,0,6,17,59,28.8,0,2
0,0,6,18,59,30.5,0,2
0,0,6,19,59,32.2,0,2
0,0,6,20,59,33.9,0,2
0,0,6,21,59,35.6,0,2
0,0,6,22,59,37.3,0,2
0,0,6,23,59,39.0,0,2
0,0,6,24,59,40.7,0,2
0,0,6,25,59,42.4,0,2
0,0,6,26,59,44.1,0,2
0,0,6,27,59,45.8,0,1
0,0,6,28,59,47.5,0,1
0,0,6,29,59,49.2,0,2
0,0,6,30,59,50.8,0,1
0,0,6,31,59,52.5,0,1
0,0,6,32,59,54.2,0,2
0,0,6,33,59,55.9,0,2
0,0,6,34,59,57.6,0,2
0,0,6,35,59,59.3,0,2
0,0,6,36,59,61.0,0,2
0,0,6,37,59,62.7,0,2
0,0,6,38,59,64.4,0,2
0,0,6,39,59,66.1,0,2
0,0,6,40,59,67.8,0,2
0,0,6,41,59,69.5,0,2
0,0,6,42,59,71.2,0,2
0,0,6,43,59,72.9,0,2
0,0,6,44,59,74.6,0,2
0,0,6,45,59,76.3,0,2
0,0,6,50,59,84.7,0,1
0,0,6,51,59,86.4,0,1
0,0,6,53,59,89.8,0,1
0,0,6,54,59,91.5,0,1
0,0,6,55,59,93.2,0,2
0,0,6,56,59,94.9,0,1
0,0,6,57,59,96.6,0,1
0,0,6,58,59,98.3,0,1
0,0,7,13,54,24.1,1,0
0,0,7,14,54,25.9,1,2
0,0,7,15,54,27.8,1,2
0,0,7,31,54,57.4,1,0
0,0,7,32,54,59.3,1,2
0,0,7,36,54,66.7,1,0
0,0,8,0,66,0.0,2,0
