subject,session,trial,sample_in_trial,trial_length,position_pct,true_label,pred_label
0,0,11,0,233,0.0,0,1
0,0,11,1,233,0.4,0,1
0,0,11,2,233,0.9,0,1
0,0,11,3,233,1.3,0,1
0,0,11,4,233,1.7,0,1
0,0,11,5,233,2.1,0,1
0,0,11,6,233,2.6,0,1
0,0,11,7,233,3.0,0,1
0,0,11,8,233,3.4,0,1
0,0,11,9,233,3.9,0,1
0,0,11,10,233,4.3,0,1
0,0,11,11,233,4.7,0,1
0,0,11,12,233,5.2,0,1
0,0,11,13,233,5.6,0,1
0,0,11,14,233,6.0,0,1
0,0,11,15,233,6.4,0,1
0,0,11,16,233,6.9,0,1
0,0,11,17,233,7.3,0,1
0,0,11,18,233,7.7,0,1
0,0,11,19,233,8.2,0,1
0,0,11,20,233,8.6,0,1
0,0,11,21,233,9.0,0,1
0,0,11,22,233,9.4,0,1
0,0,11,23,233,9.9,0,1
0,0,11,24,233,10.3,0,1
0,0,11,25,233,10.7,0,1
0,0,11,26,233,11.2,0,1
0,0,11,27,233,11.6,0,1
0,0,11,28,233,12.0,0,1
0,0,11,29,233,12.4,0,1
0,0,11,30,233,12.9,0,1
0,0,11,31,233,13.3,0,1
0,0,11,32,233,13.7,0,1
