subject,session,trial,sample_in_trial,trial_length,position_pct,true_label,pred_label
0,0,3,93,227,41.0,0,1
0,0,3,94,227,41.4,0,1
0,0,3,95,227,41.9,0,1
0,0,3,96,227,42.3,0,1
0,0,3,97,227,42.7,0,1
0,0,3,98,227,43.2,0,1
0,0,3,99,227,43.6,0,1
0,0,3,100,227,44.1,0,1
0,0,3,101,227,44.5,0,1
0,0,3,102,227,44.9,0,1
0,0,3,103,227,45.4,0,1
0,0,3,104,227,45.8,0,1
0,0,3,105,227,46.3,0,1
0,0,3,106,227,46.7,0,1
0,0,3,107,227,47.1,0,1
0,0,3,108,227,47.6,0,1
0,0,3,109,227,48.0,0,1
0,0,3,110,227,48.5,0,1
0,0,3,111,227,48.9,0,1
0,0,3,112,227,49.3,0,1
0,0,3,113,227,49.8,0,1
0,0,3,114,227,50.2,0,1
0,0,3,115,227,50.7,0,1
0,0,3,116,227,51.1,0,1
0,0,3,117,227,51.5,0,1
0,0,3,118,227,52.0,0,1
0,0,3,119,227,52.4,0,1
0,0,3,120,227,52.9,0,1
0,0,3,121,227,53.3,0,1
0,0,3,122,227,53.7,0,1
0,0,3,123,227,54.2,0,1
0,0,3,124,227,54.6,0,1
0,0,3,125,227,55.1,0,1
0,0,3,126,227,55.5,0,1
0,0,3,127,227,55.9,0,1
0,0,3,128,227,56.4,0,1
0,0,3,129,227,56.8,0,1
0,0,3,130,227,57.3,0,1
0,0,3,131,227,57.7,0,1
0,0,3,132,227,58.1,0,1
0,0,3,133,227,58.6,0,1
0,0,3,134,227,59.0,0,1
0,0,3,135,227,59.5,0,1
0,0,3,136,227,59.9,0,1
0,0,3,137,227,60.4,0,1
0,0,3,138,227,60.8,0,1
0,0,3,139,227,61.2,0,1
0,0,3,140,227,61.7,0,1
0,0,3,141,227,62.1,0,1
0,0,3,142,227,62.6,0,1
0,0,3,143,227,63.0,0,1
0,0,3,144,227,63.4,0,1
0,0,3,145,227,63.9,0,1
0,0,3,146,227,64.3,0,1
0,0,3,147,227,64.8,0,1
0,0,3,148,227,65.2,0,1
0,0,3,149,227,65.6,0,1
0,0,3,150,227,66.1,0,1
0,0,3,151,227,66.5,0,1
0,0,3,152,227,67.0,0,1
0,0,3,153,227,67.4,0,1
0,0,3,154,227,67.8,0,1
0,0,3,155,227,68.3,0,1
0,0,3,156,227,68.7,0,1
0,0,3,157,227,69.2,0,1
0,0,3,158,227,69.6,0,1
0,0,3,159,227,70.0,0,1
0,0,3,160,227,70.5,0,1
0,0,3,161,227,70.9,0,1
0,0,3,162,227,71.4,0,1
0,0,3,163,227,71.8,0,1
0,0,3,164,227,72.2,0,1
0,0,3,165,227,72.7,0,1
0,0,3,166,227,73.1,0,1
0,0,3,167,227,73.6,0,1
0,0,3,168,227,74.0,0,1
0,0,3,169,227,74.4,0,1
0,0,3,170,227,74.9,0,1
0,0,3,171,227,75.3,0,1
0,0,3,172,227,75.8,0,1
0,0,3,173,227,76.2,0,1
0,0,3,174,227,76.7,0,1
0,0,3,175,227,77.1,0,1
0,0,3,176,227,77.5,0,1
0,0,3,177,227,78.0,0,1
0,0,3,178,227,78.4,0,1
0,0,3,179,227,78.9,0,1
0,0,3,180,227,79.3,0,1
0,0,3,181,227,79.7,0,1
0,0,3,182,227,80.2,0,1
0,0,3,183,227,80.6,0,1
0,0,3,184,227,81.1,0,1
0,0,3,185,227,81.5,0,1
0,0,3,186,227,81.9,0,1
0,0,3,187,227,82.4,0,1
0,0,6,8,226,3.5,0,1
0,0,6,9,226,4.0,0,1
0,0,6,10,226,4.4,0,1
0,0,6,11,226,4.9,0,1
0,0,6,12,226,5.3,0,1
0,0,6,13,226,5.8,0,1
0,0,6,14,226,6.2,0,1
1,0,4,0,176,0.0,1,0
1,0,4,1,176,0.6,1,0
1,0,4,2,176,1.1,1,0
1,0,4,3,176,1.7,1,0
1,0,4,4,176,2.3,1,0
1,0,4,5,176,2.8,1,0
1,0,4,6,176,3.4,1,0
1,0,4,7,176,4.0,1,0
1,0,4,8,176,4.5,1,0
1,0,4,9,176,5.1,1,0
1,0,4,10,176,5.7,1,0
1,0,4,11,176,6.2,1,0
1,0,4,12,176,6.8,1,0
1,0,4,13,176,7.4,1,0
1,0,4,14,176,8.0,1,0
1,0,4,15,176,8.5,1,0
1,0,4,16,176,9.1,1,0
1,0,4,17,176,9.7,1,0
1,0,4,18,176,10.2,1,0
1,0,4,19,176,10.8,1,0
1,0,4,20,176,11.4,1,0
1,0,4,21,176,11.9,1,0
1,0,4,22,176,12.5,1,0
1,0,4,23,176,13.1,1,0
1,0,4,24,176,13.6,1,0
1,0,4,25,176,14.2,1,0
1,0,4,26,176,14.8,1,0
1,0,4,27,176,15.3,1,0
1,0,4,28,176,15.9,1,0
1,0,4,29,176,16.5,1,0
1,0,4,30,176,17.0,1,0
1,0,4,31,176,17.6,1,0
1,0,4,32,176,18.2,1,0
1,0,4,33,176,18.8,1,0
1,0,4,34,176,19.3,1,0
1,0,4,35,176,19.9,1,0
1,0,4,36,176,20.5,1,0
1,0,4,37,176,21.0,1,0
1,0,4,38,176,21.6,1,0
1,0,4,39,176,22.2,1,0
1,0,4,40,176,22.7,1,0
1,0,4,41,176,23.3,1,0
1,0,4,42,176,23.9,1,0
1,0,4,43,176,24.4,1,0
1,0,4,44,176,25.0,1,0
1,0,4,45,176,25.6,1,0
1,0,4,46,176,26.1,1,0
1,0,4,47,176,26.7,1,0
1,0,4,48,176,27.3,1,0
1,0,4,49,176,27.8,1,0
1,0,4,50,176,28.4,1,0
1,0,4,51,176,29.0,1,0
1,0,4,52,176,29.5,1,0
1,0,4,53,176,30.1,1,0
1,0,4,54,176,30.7,1,0
1,0,4,55,176,31.2,1,0
1,0,4,56,176,31.8,1,0
1,0,4,57,176,32.4,1,0
1,0,4,58,176,33.0,1,0
1,0,4,59,176,33.5,1,0
1,0,4,60,176,34.1,1,0
1,0,4,142,176,80.7,1,0
1,0,4,143,176,81.2,1,0
1,0,4,144,176,81.8,1,0
1,0,4,145,176,82.4,1,0
1,0,4,146,176,83.0,1,0
1,0,4,147,176,83.5,1,0
1,0,4,148,176,84.1,1,0
1,0,4,149,176,84.7,1,0
1,0,4,150,176,85.2,1,0
1,0,4,151,176,85.8,1,0
1,0,4,152,176,86.4,1,0
1,0,4,153,176,86.9,1,0
1,0,4,154,176,87.5,1,0
1,0,4,155,176,88.1,1,0
1,0,4,156,176,88.6,1,0
1,0,4,157,176,89.2,1,0
1,0,4,158,176,89.8,1,0
1,0,4,159,176,90.3,1,0
1,0,4,160,176,90.9,1,0
1,0,4,161,176,91.5,1,0
1,0,4,162,176,92.0,1,0
1,0,4,163,176,92.6,1,0
1,0,4,164,176,93.2,1,0
1,0,4,165,176,93.8,1,0
1,0,4,166,176,94.3,1,0
1,0,4,167,176,94.9,1,0
1,0,4,168,176,95.5,1,0
1,0,4,169,176,96.0,1,0
1,0,4,170,176,96.6,1,0
1,0,4,171,176,97.2,1,0
1,0,4,172,176,97.7,1,0
1,0,4,173,176,98.3,1,0
1,0,4,174,176,98.9,1,0
1,0,4,175,176,99.4,1,0
1,0,5,0,186,0.0,2,0
1,0,5,1,186,0.5,2,0
1,0,5,2,186,1.1,2,0
1,0,5,3,186,1.6,2,0
1,0,5,27,186,14.5,2,0
1,0,5,28,186,15.1,2,0
1,0,5,29,186,15.6,2,0
1,0,5,30,186,16.1,2,0
1,0,5,31,186,16.7,2,0
1,0,5,32,186,17.2,2,0
1,0,5,33,186,17.7,2,0
1,0,5,34,186,18.3,2,0
1,0,5,35,186,18.8,2,0
1,0,5,36,186,19.4,2,0
1,0,5,37,186,19.9,2,0
1,0,5,38,186,20.4,2,0
1,0,5,39,186,21.0,2,0
1,0,5,40,186,21.5,2,0
1,0,5,41,186,22.0,2,0
1,0,5,42,186,22.6,2,0
1,0,5,43,186,23.1,2,0
1,0,5,44,186,23.7,2,0
1,0,5,45,186,24.2,2,0
1,0,5,46,186,24.7,2,0
1,0,5,47,186,25.3,2,0
1,0,5,48,186,25.8,2,0
1,0,5,49,186,26.3,2,0
1,0,5,50,186,26.9,2,0
1,0,5,51,186,27.4,2,0
1,0,5,52,186,28.0,2,0
1,0,5,53,186,28.5,2,0
1,0,5,54,186,29.0,2,0
1,0,5,55,186,29.6,2,0
1,0,5,56,186,30.1,2,0
1,0,5,57,186,30.6,2,0
1,0,5,58,186,31.2,2,0
1,0,5,59,186,31.7,2,0
1,0,5,60,186,32.3,2,0
1,0,5,61,186,32.8,2,0
1,0,5,62,186,33.3,2,0
1,0,5,63,186,33.9,2,0
1,0,5,64,186,34.4,2,0
1,0,5,65,186,34.9,2,0
1,0,5,66,186,35.5,2,0
1,0,5,67,186,36.0,2,0
1,0,8,0,252,0.0,2,0
1,0,8,1,252,0.4,2,0
1,0,8,2,252,0.8,2,0
1,0,8,3,252,1.2,2,0
1,0,8,4,252,1.6,2,0
1,0,8,5,252,2.0,2,0
1,0,8,6,252,2.4,2,0
1,0,8,7,252,2.8,2,0
1,0,8,8,252,3.2,2,0
1,0,8,9,252,3.6,2,0
1,0,8,10,252,4.0,2,0
1,0,8,11,252,4.4,2,0
1,0,8,12,252,4.8,2,0
1,0,8,13,252,5.2,2,0
1,0,8,14,252,5.6,2,0
1,0,8,15,252,6.0,2,0
1,0,8,16,252,6.3,2,0
1,0,8,17,252,6.7,2,0
